City,American Indian- and Alaska Native-owned firms percent 2007  ,Mean travel time to work (minutes) workers age 16+ 2006-2010  ,Manufacturers shipments 2007 (1000)  ,Persons under 18 years percent 2010  ,Persons below poverty level percent 2006-2010  ,Foreign born persons percent  2006-2010  ,Native Hawaiian and Other Pacific Islander-owned firms percent 2007  ,Bachelor's degree or higher pct of persons age 25+ 2006-2010  ,Asian persons percent 2010 (a)  ,Persons 65 years and over percent  2010  ,Hispanic-owned firms percent 2007  ,Population 2010  ,Persons reporting two or more races percent 2010  ,Total number of firms 2007  ,Homeownership rate 2006-2010  ,Persons under 5 years percent 2010  ,Persons per household 2006-2010  ,FIPS Code  ,Households 2006-2010  ,Housing units in multi-unit structures percent 2006-2010  ,Persons per square mile 2010  ,Merchant wholesaler sales 2007 (1000)  ,Women-owned firms percent 2007  ,American Indian and Alaska Native persons percent 2010 (a)  ,Asian-owned firms percent 2007  ,Persons of Hispanic or Latino origin percent 2010 (b)  ,Retail sales 2007 (1000)  ,Black-owned firms percent 2007  ,Black persons percent 2010 (a)  ,Housing units 2010  ,White persons percent 2010 (a)  ,Population 2000  ,Retail sales per capita 2007  ,White persons not Hispanic percent 2010  ,Population 2011 estimate  ,Median value of owner-occupied housing units 2006-2010  ,Language other than English spoken at home pct age 5+ 2006-2010  ,Living in same house 1 year &amp; over 2006-2010  ,Population percent change 2000 to 2010  ,Land area in square miles 2010  ,Native Hawaiian and Other Pacific Islander percent 2010 (a)  ,Per capita money income in past 12 months (2010 dollars) 2006-2010  ,Female persons percent 2010  ,Accommodation and food services sales 2007 (1000)  ,High school graduates percent of persons age 25+ 2006-2010  ,Median household income 2006-2010  
Lake Mills ,F,25.6,D,0.249,0.069,0.036,F,0.325,0.005,0.135,S,5708,0.013,756,0.621,0.074,2.42,41675,2271,0.335,1407,153308000,S,0.002,F,0.038,53797000,F,0.007,2776,0.961,4843,9942,0.941,NA,185900,0.064,0.841,0.179,4.06,0,28076,0.512,6175000,0.918,55029
Little Chute (village),F,17.7,605833000,0.245,0.098,0.021,F,0.198,0.009,0.123,F,10449,0.013,614,0.678,0.065,2.52,44950,4128,0.251,2023.4,101078000,0.202,0.007,F,0.031,56267000,F,0.007,4376,0.948,10476,5087,0.936,NA,139900,0.036,0.903,-0.003,5.16,Z,24340,0.504,11451000,0.918,53862
Richfield (village),F,25.5,NA,0.239,0.018,0.045,F,0.345,0.011,0.125,F,11300,0.005,914,0.97,0.051,2.7,67475,4154,0.007,314.7,26627000,S,0.003,F,0.014,114943000,F,0.008,4338,0.969,NA,10410,0.959,NA,300000,0.061,0.96,NA,35.91,Z,38281,0.489,9580000,0.952,89783
Brown Deer (village),F,22.2,D,0.209,0.077,0.105,F,0.389,0.049,0.166,F,11999,0.031,936,0.679,0.055,2.35,10375,5057,0.369,2729.5,131772000,S,0.004,S,0.039,125675000,0.139,0.286,5579,0.619,12170,10555,0.598,NA,175700,0.144,0.858,-0.014,4.4,0.001,28133,0.52,23917000,0.932,60429
Howard (village),F,18.1,322823000,0.267,0.077,0.022,F,0.247,0.013,0.107,F,17399,0.016,1342,0.646,0.069,2.55,35950,6561,0.316,961.1,151796000,0.297,0.012,F,0.024,272249000,F,0.015,7223,0.938,13546,16591,0.924,NA,176700,0.041,0.808,0.284,18.1,Z,27610,0.517,25356000,0.943,61240
Slinger (village),F,23.3,NA,0.264,0.036,0.01,F,0.285,0.006,0.103,F,5068,0.011,F,0.831,0.077,2.5,74400,1945,0.261,958,NA,F,0.002,F,0.023,NA,F,0.005,2182,0.972,3901,NA,0.954,NA,208900,0.011,0.96,0.299,5.29,Z,30233,0.51,NA,0.957,58031
Suamico (village),S,21.2,NA,0.275,0.028,0.011,F,0.307,0.006,0.082,F,11346,0.008,880,0.874,0.057,2.69,77975,4047,0.11,312,D,S,0.007,F,0.01,46454000,F,0.003,4235,0.974,NA,4238,0.969,NA,212500,0.027,0.922,NA,36.36,Z,35272,0.49,7161000,0.953,78690
Merrill ,F,20.6,D,0.239,0.124,0.012,F,0.132,0.006,0.194,F,9661,0.012,778,0.548,0.062,1.98,51250,4853,0.38,1334.9,36042000,S,0.004,F,0.02,156007000,F,0.005,4619,0.963,10146,16188,0.954,NA,91700,0.025,0.86,-0.048,7.24,Z,21516,0.524,11346000,0.861,39783
Kenosha ,0.006,23.7,1584267000,0.268,0.16,0.079,F,0.211,0.017,0.108,0.037,99218,0.038,5922,0.593,0.076,2.53,39225,36944,0.375,3684.2,465696000,0.262,0.006,0.016,0.163,1276433000,0.059,0.1,40643,0.771,90352,13205,0.695,NA,163300,0.148,0.815,0.098,26.93,0.001,22748,0.509,147835000,0.861,47063
Rhinelander ,F,11.2,347955000,0.212,0.192,0.02,F,0.14,0.007,0.191,F,7798,0.016,966,0.503,0.063,1.97,67200,3615,0.385,935.1,73493000,0.214,0.012,F,0.013,628715000,F,0.01,3981,0.952,7735,82003,0.944,NA,102800,0.043,0.679,0.008,8.34,Z,21009,0.53,25829000,0.88,34401
Whitewater ,F,16.3,516517000,0.119,0.318,0.054,F,0.317,0.019,0.084,F,14390,0.018,703,0.402,0.036,2.16,86925,5170,0.542,1643.4,D,0.432,0.003,F,0.095,115804000,F,0.035,5113,0.88,13437,8406,0.835,NA,164700,0.088,0.636,0.071,8.76,0.001,18288,0.493,22786000,0.898,30049
Sparta ,F,17.8,D,0.249,0.186,0.051,F,0.152,0.005,0.146,F,9522,0.016,660,0.576,0.08,2.22,75325,4191,0.282,1457.1,168097000,0.236,0.006,F,0.068,161980000,F,0.015,4192,0.922,8648,18036,0.896,NA,102200,0.08,0.854,0.101,6.54,0.001,20683,0.512,22916000,0.873,37831
Grafton (village),F,21,479205000,0.227,0.055,0.055,F,0.351,0.017,0.153,F,11459,0.01,944,0.663,0.056,2.4,30000,4734,0.348,2266.9,56525000,0.273,0.003,F,0.023,202522000,F,0.008,5125,0.955,10312,17723,0.94,NA,216300,0.065,0.891,0.111,5.06,Z,32127,0.517,15268000,0.959,65544
Waunakee (village),F,20.3,357826000,0.316,0.037,0.031,F,0.474,0.012,0.099,F,12097,0.013,1163,0.772,0.067,2.69,84350,4267,0.224,1895.8,215347000,0.196,0.002,F,0.022,83585000,F,0.01,4483,0.958,8995,7572,0.943,NA,307500,0.057,0.877,0.345,6.38,Z,38016,0.512,11004000,0.962,80166
Kronenwetter (village),S,20.2,NA,0.269,0.036,0.013,S,0.303,0.037,0.102,S,7210,0.007,S,0.835,0.07,2.69,40550,2557,0.091,139.4,D,S,0.003,S,0.014,D,S,0.003,2810,0.945,NA,D,0.939,NA,166600,0.019,0.915,NA,51.7,0,27034,0.496,832000,0.951,71203
River Falls ,F,24.3,87865000,0.172,0.154,0.017,F,0.404,0.015,0.082,F,15000,0.016,1106,0.578,0.054,2.31,68275,5178,0.352,2300.3,D,0.295,0.004,S,0.018,118389000,F,0.012,5449,0.948,12560,8352,0.937,NA,188400,0.036,0.631,0.194,6.52,Z,22049,0.532,22740000,0.926,47627
Sun Prairie ,S,22,281658000,0.279,0.074,0.044,F,0.387,0.037,0.089,F,29364,0.03,2003,0.641,0.085,2.51,78600,10941,0.33,2401.4,271204000,0.255,0.003,S,0.043,293264000,S,0.061,12413,0.854,20369,10579,0.83,NA,213400,0.065,0.842,0.442,12.23,Z,31135,0.515,27843000,0.941,65652
