City,State,"American Indian- and Alaska Native-owned firms, percent, 2007  ","Mean travel time to work (minutes), workers age 16+, 2006-2010  ","Manufacturers shipments, 2007 ($1000)  ","Persons under 18 years, percent, 2010  ","Persons below poverty level, percent, 2006-2010  ","Foreign born persons, percent,  2006-2010  ","Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007  ","Bachelor's degree or higher, pct of persons age 25+, 2006-2010  ","Asian persons, percent, 2010 (a)  ","Persons 65 years and over, percent,  2010  ","Hispanic-owned firms, percent, 2007  ","Population, 2010  ","Persons reporting two or more races, percent, 2010  ","Total number of firms, 2007  ","Homeownership rate, 2006-2010  ","Persons under 5 years, percent, 2010  ","Persons per household, 2006-2010  ",FIPS Code  ,"Households, 2006-2010  ","Housing units in multi-unit structures, percent, 2006-2010  ","Persons per square mile, 2010  ","Merchant wholesaler sales, 2007 ($1000)  ","Women-owned firms, percent, 2007  ","American Indian and Alaska Native persons, percent, 2010 (a)  ","Asian-owned firms, percent, 2007  ","Persons of Hispanic or Latino origin, percent, 2010 (b)  ","Retail sales, 2007 ($1000)  ","Black-owned firms, percent, 2007  ","Black persons, percent, 2010 (a)  ","Housing units, 2010  ","White persons, percent, 2010 (a)  ","Population, 2000  ","Retail sales per capita, 2007  ","White persons not Hispanic, percent, 2010  ","Population, 2011 estimate  ","Median value of owner-occupied housing units, 2006-2010  ","Language other than English spoken at home, pct age 5+, 2006-2010  ","Living in same house 1 year &amp; over, 2006-2010  ","Population, percent change, 2000 to 2010  ","Land area in square miles, 2010  ","Native Hawaiian and Other Pacific Islander, percent, 2010 (a)  ",Per capita money income in past 12 months (2010 dollars) 2006-2010  ,"Female persons, percent, 2010  ","Accommodation and food services sales, 2007 ($1000)  ","High school graduates, percent of persons age 25+, 2006-2010  ",Median household income 2006-2010  
La Follette ,Tennessee,F,23,NA,0.221,0.394,0.001,F,0.073,0.002,0.192,F,"7,456",0.017,"1,226",0.441,0.066,2.37,40180,"3,129",0.349,"1,518.50",68893000,0.131,0.003,F,0.015,135887000,F,0.004,"3,554",0.97,"7,926","$16,797 ",0.961,NA,"$62,500 ",0.009,0.808,-0.059,4.91,0,"$11,764 ",0.539,D,0.632,"$18,671 "
Clarksville ,Tennessee,0.006,23.1,1827151000,0.284,0.156,0.053,F,0.219,0.023,0.073,S,"132,929",0.051,"7,055",0.588,0.096,2.63,15160,"46,512",0.255,"1,361.90",320106000,0.334,0.006,0.037,0.093,1753226000,0.108,0.232,"54,815",0.656,"103,455","$14,661 ",0.611,NA,"$124,000 ",0.097,0.727,0.285,97.6,0.005,"$21,079 ",0.513,235478000,0.91,"$46,742 "
Gallatin ,Tennessee,F,23.8,860763000,0.242,0.166,0.068,F,0.179,0.008,0.136,0.017,"30,278",0.021,"2,596",0.587,0.075,2.39,28540,"11,793",0.243,970.5,470268000,0.196,0.003,0.01,0.08,477847000,0.033,0.147,"13,093",0.777,"23,230","$16,534 ",0.745,NA,"$153,800 ",0.085,0.75,0.303,31.2,0.001,"$22,230 ",0.52,45578000,0.811,"$43,770 "
Franklin ,Tennessee,S,23.4,848922000,0.274,0.07,0.087,F,0.537,0.038,0.101,S,"62,487",0.017,"9,703",0.693,0.074,2.57,27740,"23,200",0.272,"1,515.50",2156749000,0.241,0.002,0.011,0.076,2023970000,0.018,0.067,"25,586",0.844,"41,842","$34,893 ",0.802,NA,"$309,300 ",0.111,0.787,0.493,41.23,Z,"$36,445 ",0.522,229377000,0.943,"$75,871 "
Bloomingdale ,Tennessee,F,19.4,NA,0.217,0.197,0.008,F,0.085,0.003,0.188,F,"9,888",0.013,824,0.762,0.057,2.22,6640,"4,382",0.076,990.9,D,S,0.003,F,0.013,7368000,F,0.007,"4,728",0.968,"10,350",NA,0.962,NA,"$85,500 ",0.019,0.867,-0.045,9.98,0,"$19,035 ",0.517,D,0.767,"$30,135 "
Collierville ,Tennessee,F,23,1582368000,0.289,0.039,0.07,F,0.499,0.071,0.09,0.013,"43,965",0.013,"4,641",0.833,0.057,3.01,16420,"13,939",0.133,"1,501.00",510888000,0.275,0.002,0.042,0.026,800210000,0.044,0.109,"15,781",0.797,"31,872","$20,327 ",0.781,NA,"$278,000 ",0.091,0.886,0.379,29.29,Z,"$39,565 ",0.512,66119000,0.95,"$102,022 "
Rockwood ,Tennessee,F,21.7,D,0.211,0.205,0.018,F,0.103,0.003,0.213,F,"5,562",0.033,454,0.663,0.055,2.29,64440,"2,412",0.197,691,D,S,0.008,F,0.019,122818000,F,0.046,"2,740",0.905,"5,774","$22,193 ",0.895,NA,"$76,800 ",0.023,0.806,-0.037,8.05,0,"$17,106 ",0.529,4613000,0.759,"$30,221 "
Greenbrier ,Tennessee,F,28.1,NA,0.287,0.089,0.017,F,0.126,0.006,0.1,F,"6,433",0.013,567,0.733,0.079,2.67,30960,"2,322",0.154,924.1,7641000,0.363,0.003,S,0.026,12732000,F,0.009,"2,471",0.96,"4,940","$1,993 ",0.944,NA,"$142,300 ",0.02,0.811,0.302,6.96,0,"$22,187 ",0.523,3052000,0.894,"$52,094 "
Shelbyville ,Tennessee,S,21.3,1028063000,0.285,0.338,0.158,F,0.075,0.007,0.122,0.035,"20,335",0.033,"1,778",0.48,0.093,2.75,67760,"6,768",0.186,"1,092.70",161535000,0.224,0.005,F,0.203,313394000,F,0.141,"8,181",0.683,"16,105","$16,007 ",0.63,NA,"$87,700 ",0.223,0.873,0.263,18.61,0.002,"$13,127 ",0.51,32577000,0.657,"$28,871 "
Lynchburgoore County,Tennessee,F,25.9,NA,0.222,0.145,0.006,F,0.126,0.004,0.184,F,"6,362",0.011,685,0.804,0.047,2.61,44382,"2,396",0.037,49.2,D,0.238,0.003,F,0.011,16325000,F,0.023,"2,915",0.954,"5,740","$2,701 ",0.949,NA,"$135,500 ",0.012,0.839,0.108,129.22,Z,"$26,678 ",0.508,1442000,0.8,"$44,433 "
Milan ,Tennessee,F,20.9,228205000,0.265,0.232,0.023,F,0.224,0.004,0.179,F,"7,851",0.02,431,0.629,0.068,2.37,48660,"3,224",0.211,881.7,49504000,0.213,0.003,F,0.025,132222000,F,0.228,"3,581",0.735,"7,664","$16,917 ",0.722,NA,"$91,700 ",0.04,0.81,0.024,8.9,0,"$20,175 ",0.544,12621000,0.846,"$32,201 "
Munford ,Tennessee,F,29.8,NA,0.282,0.115,0.015,F,0.161,0.015,0.11,F,"5,927",0.016,624,0.745,0.061,2.58,51540,"2,241",0.054,693.5,D,S,0.006,F,0.03,36497000,S,0.072,"2,301",0.879,"4,708","$5,687 ",0.862,NA,"$137,600 ",0.064,0.851,0.259,8.55,0.002,"$24,768 ",0.521,1956000,0.871,"$56,782 "
Clinton ,Tennessee,F,20.8,778426000,0.21,0.144,0.009,F,0.179,0.005,0.193,F,"9,841",0.019,827,0.574,0.061,2.17,15580,"4,450",0.29,860.8,28226000,0.144,0.003,F,0.017,312225000,F,0.02,"4,716",0.949,"9,409","$32,797 ",0.937,NA,"$126,700 ",0.013,0.77,0.046,11.43,Z,"$22,416 ",0.53,25207000,0.812,"$41,250 "
Atoka ,Tennessee,F,35.4,NA,0.319,0.055,0.019,F,0.23,0.014,0.069,F,"8,387",0.022,418,0.819,0.078,2.94,2340,"2,596",0.035,680.3,D,S,0.005,S,0.026,50178000,F,0.11,"2,795",0.845,"3,235","$7,276 ",0.827,NA,"$171,900 ",0.037,0.892,1.593,12.33,0.001,"$26,279 ",0.512,10019000,0.929,"$74,250 "
Pulaski ,Tennessee,F,19.9,738721000,0.212,0.317,0.023,F,0.109,0.006,0.183,F,"7,870",0.027,"1,203",0.537,0.065,2.03,61040,"3,688",0.324,"1,090.80",90293000,0.282,0.002,F,0.021,200804000,S,0.244,"3,866",0.71,"7,871","$25,609 ",0.701,NA,"$92,300 ",0.022,0.79,0,7.22,0.001,"$17,445 ",0.546,18024000,0.758,"$23,686 "
Portland ,Tennessee,F,29.9,695065000,0.292,0.112,0.012,F,0.115,0.005,0.102,F,"11,480",0.017,574,0.672,0.086,2.66,60280,"4,127",0.144,805.2,D,0.206,0.003,F,0.039,86447000,F,0.035,"4,624",0.924,"8,458","$7,881 ",0.905,NA,"$122,400 ",0.027,0.782,0.357,14.26,0.001,"$19,672 ",0.514,D,0.813,"$47,651 "
Lewisburg ,Tennessee,F,22.9,D,0.245,0.26,0.053,F,0.095,0.007,0.148,S,"11,100",0.026,989,0.583,0.076,2.34,41860,"4,580",0.209,831.3,15552000,0.27,0.002,S,0.078,216735000,F,0.137,"5,031",0.783,"10,413","$19,910 ",0.756,NA,"$87,600 ",0.077,0.806,0.066,13.35,Z,"$17,160 ",0.535,16244000,0.725,"$30,153 "
McKenzie ,Tennessee,F,18.3,NA,0.19,0.236,0.003,F,0.227,0.003,0.179,F,"5,310",0.02,431,0.604,0.053,2.16,44940,"2,279",0.268,848.5,9187000,0.278,0.003,F,0.033,68418000,F,0.157,"2,371",0.803,"5,295","$12,776 ",0.787,NA,"$73,200 ",0.018,0.87,0.003,6.26,0.001,"$19,146 ",0.518,7091000,0.791,"$30,986 "
Jackson ,Tennessee,S,18.1,4012924000,0.247,0.229,0.042,F,0.264,0.012,0.127,S,"65,211",0.015,"5,885",0.582,0.074,2.49,37640,"24,961",0.278,"1,213.70",988483000,0.279,0.002,0.02,0.04,1553803000,0.166,0.457,"28,052",0.492,"59,643","$24,586 ",0.478,NA,"$110,000 ",0.056,0.806,0.093,53.73,Z,"$21,701 ",0.538,203674000,0.845,"$35,456 "
South Cleveland ,Tennessee,F,18.9,NA,0.252,0.189,0.006,F,0.113,0.004,0.129,F,"6,912",0.021,292,0.762,0.074,2.64,69740,"2,399",0.026,482,D,S,0.003,F,0.039,D,F,0.03,"2,793",0.928,"6,216",D,0.911,NA,"$98,600 ",0.033,0.919,0.112,14.34,0,"$16,531 ",0.518,D,0.743,"$34,162 "
Erwin ,Tennessee,F,21.1,268379000,0.21,0.176,0.013,S,0.093,0.001,0.222,S,"6,097",0.012,605,0.67,0.052,2.19,24360,"2,714",0.149,"1,510.30",D,S,0.002,S,0.052,76312000,F,0.001,"2,909",0.951,"5,610","$13,185 ",0.934,NA,"$115,000 ",0.039,0.871,0.087,4.04,0,"$18,797 ",0.534,8806000,0.729,"$29,444 "
Dayton ,Tennessee,S,22.2,D,0.226,0.191,0.03,F,0.184,0.008,0.153,F,"7,191",0.022,672,0.541,0.074,2.86,19700,"2,228",0.283,939.6,D,0.286,0.005,S,0.056,195832000,F,0.048,"2,907",0.886,"6,180","$29,338 ",0.865,NA,"$107,100 ",0.05,0.751,0.164,7.65,0.001,"$15,014 ",0.533,24196000,0.789,"$36,920 "
Kingsport ,Tennessee,F,16.7,D,0.21,0.174,0.023,F,0.246,0.01,0.208,S,"48,205",0.018,"4,393",0.664,0.058,2.2,39560,"21,126",0.222,967.8,379426000,0.208,0.003,S,0.021,1260805000,S,0.041,"23,784",0.919,"44,905","$28,302 ",0.909,NA,"$115,100 ",0.039,0.832,0.073,49.81,Z,"$24,349 ",0.536,172015000,0.835,"$39,866 "
Church Hill ,Tennessee,F,22,270993000,0.219,0.139,0.01,F,0.181,0.006,0.172,F,"6,737",0.008,356,0.691,0.059,2.34,14980,"2,799",0.199,720.4,D,0.228,0.002,F,0.014,60334000,F,0.014,"3,101",0.966,"5,916","$9,100 ",0.957,NA,"$126,700 ",0.015,0.835,0.139,9.35,Z,"$21,844 ",0.52,5220000,0.861,"$42,726 "
Paris ,Tennessee,F,14.4,D,0.229,0.274,0.016,F,0.158,0.006,0.212,F,"10,156",0.023,922,0.627,0.075,2.2,56720,"4,369",0.256,781.7,127267000,S,0.003,S,0.016,363855000,S,0.192,"5,058",0.77,"9,763","$36,992 ",0.76,NA,"$76,000 ",0.031,0.793,0.04,12.99,Z,"$17,604 ",0.545,25073000,0.764,"$25,520 "
Eagleton Village ,Tennessee,F,21.2,NA,0.222,0.135,0.029,F,0.167,0.002,0.153,F,"5,052",0.017,F,0.685,0.066,2.34,22340,"1,960",0.122,"1,719.50",NA,F,0.002,F,0.059,NA,F,0.03,"2,333",0.924,"4,883",NA,0.896,NA,"$114,500 ",0.047,0.808,0.035,2.94,0,"$19,830 ",0.528,NA,0.884,"$38,538 "
Millersville ,Tennessee,F,28.1,NA,0.259,0.146,0.046,F,0.124,0.008,0.083,F,"6,440",0.019,497,0.768,0.075,2.56,48980,"2,390",0.073,469.9,17444000,0.153,0.003,F,0.05,19210000,S,0.04,"2,669",0.909,"5,308","$3,021 ",0.882,NA,"$140,800 ",0.075,0.782,0.213,13.71,0.001,"$19,228 ",0.501,D,0.71,"$44,477 "
Nolensville ,Tennessee,F,27.9,NA,0.352,0.018,0.041,F,0.474,0.063,0.054,F,"5,861",0.021,F,0.946,0.081,3.09,53460,"1,734",0.012,788,NA,F,0.002,F,0.028,NA,F,0.053,"1,908",0.855,"3,099",NA,0.835,NA,"$285,300 ",0.055,0.87,0.891,7.44,Z,"$33,172 ",0.503,NA,0.948,"$92,143 "
Jonesborough ,Tennessee,F,20,NA,0.165,0.159,0.03,F,0.256,0.006,0.179,F,"5,051",0.014,F,0.694,0.055,2.18,38540,"1,901",0.208,981.9,NA,F,0.001,F,0.018,NA,F,0.044,"2,318",0.927,"4,168",NA,0.918,NA,"$139,000 ",0.032,0.788,0.212,5.14,0,"$22,334 ",0.501,NA,0.845,"$43,275 "
Tellico Village ,Tennessee,F,33.2,NA,0.036,0.022,0.028,F,0.523,0.003,0.586,F,"5,791",0.004,F,0.961,0.011,1.93,73270,"2,811",0.024,777.5,NA,F,0.002,F,0.005,NA,F,0.003,"3,243",0.988,NA,NA,0.983,NA,"$356,500 ",0.031,0.923,NA,7.45,0,"$44,090 ",0.516,NA,0.993,"$74,118 "
Brownsville ,Tennessee,F,20.7,D,0.28,0.251,0.013,F,0.16,0.001,0.126,F,"10,292",0.01,743,0.536,0.075,2.5,8920,"4,103",0.239,"1,009.10",58900000,S,0.002,F,0.047,125213000,S,0.647,"4,522",0.309,"10,748","$12,064 ",0.297,NA,"$89,000 ",0.034,0.784,-0.042,10.2,0,"$17,148 ",0.554,12941000,0.766,"$31,121 "
Dickson ,Tennessee,F,22.8,781441000,0.259,0.21,0.05,F,0.147,0.008,0.144,F,"14,538",0.026,"1,702",0.608,0.077,2.4,20620,"5,946",0.271,728.6,305326000,0.186,0.004,0.02,0.06,385578000,S,0.088,"6,426",0.841,"12,244","$27,936 ",0.818,NA,"$122,700 ",0.055,0.775,0.187,19.95,0.001,"$20,399 ",0.535,33871000,0.798,"$32,652 "
Murfreesboro ,Tennessee,F,24.5,2273316000,0.235,0.172,0.066,F,0.345,0.034,0.082,S,"108,755",0.027,"9,839",0.542,0.071,2.49,51560,"39,295",0.33,"1,965.00",526107000,0.226,0.003,0.03,0.059,2008062000,0.065,0.152,"45,500",0.756,"68,816","$20,417 ",0.731,NA,"$169,000 ",0.093,0.724,0.58,55.35,Z,"$24,695 ",0.509,257733000,0.898,"$48,091 "
Green Hill ,Tennessee,F,28.5,NA,0.233,0.031,0.018,F,0.232,0.007,0.142,S,"6,618",0.018,988,0.928,0.042,2.55,31100,"2,679",0.06,"1,910.00",D,0.26,0.003,F,0.021,D,S,0.029,"2,606",0.94,"7,068",D,0.928,NA,"$176,900 ",0.028,0.876,-0.064,3.47,0,"$33,918 ",0.505,967000,0.921,"$71,189 "
La Vergne ,Tennessee,F,29.4,1401792000,0.319,0.132,0.114,F,0.17,0.033,0.052,S,"32,588",0.031,"2,031",0.794,0.087,2.99,41200,"10,168",0.059,"1,307.00",5145441000,0.235,0.003,0.046,0.13,159844000,0.111,0.23,"11,612",0.63,"18,687","$5,486 ",0.583,NA,"$137,500 ",0.176,0.838,0.744,24.93,0.001,"$21,156 ",0.509,17994000,0.853,"$56,169 "
Lawrenceburg ,Tennessee,F,18.2,D,0.23,0.233,0.015,F,0.105,0.005,0.195,S,"10,428",0.027,"1,113",0.627,0.067,2.26,41340,"4,580",0.21,823.2,182502000,0.21,0.005,F,0.031,295713000,F,0.045,"5,073",0.909,"10,796","$27,526 ",0.893,NA,"$90,500 ",0.032,0.853,-0.034,12.67,0,"$17,546 ",0.534,30204000,0.74,"$28,611 "
Dyersburg ,Tennessee,F,15.1,D,0.258,0.281,0.01,F,0.174,0.008,0.15,S,"17,145",0.022,"1,534",0.512,0.072,2.34,22200,"7,048",0.277,988.1,143685000,0.223,0.002,F,0.03,472552000,S,0.259,"7,730",0.695,"17,452","$27,413 ",0.684,NA,"$86,400 ",0.036,0.77,-0.018,17.35,Z,"$19,232 ",0.534,39824000,0.768,"$28,978 "
Sevierville ,Tennessee,F,18.7,175180000,0.222,0.193,0.077,F,0.193,0.013,0.178,S,"14,807",0.017,"2,756",0.485,0.069,2.05,67120,"6,863",0.384,613.5,38175000,0.298,0.006,S,0.103,984496000,S,0.015,"7,764",0.889,"11,757","$59,950 ",0.852,NA,"$165,400 ",0.098,0.756,0.259,24.14,Z,"$22,314 ",0.522,130170000,0.77,"$35,517 "
Martin ,Tennessee,F,15.3,D,0.162,0.332,0.041,F,0.318,0.029,0.119,F,"11,473",0.018,752,0.473,0.047,2.16,46240,"4,255",0.347,905.3,48186000,S,0.002,0.055,0.022,177348000,S,0.169,"4,635",0.776,"10,515","$17,573 ",0.763,NA,"$101,100 ",0.054,0.641,0.091,12.67,Z,"$19,380 ",0.515,19804000,0.858,"$26,192 "
Bristol ,Tennessee,F,20.1,1445075000,0.206,0.148,0.021,F,0.205,0.007,0.181,F,"26,702",0.014,"2,505",0.699,0.054,2.19,8540,"11,546",0.205,826.8,455714000,0.259,0.003,S,0.019,610569000,S,0.034,"12,773",0.933,"24,821","$23,982 ",0.924,NA,"$99,000 ",0.022,0.806,0.076,32.3,Z,"$22,562 ",0.524,61184000,0.79,"$36,798 "
Signal Mountain ,Tennessee,F,22.9,NA,0.262,0.027,0.047,F,0.629,0.008,0.237,S,"7,554",0.01,"1,010",0.844,0.054,2.5,68540,"2,956",0.151,986,D,0.288,0.001,F,0.016,23897000,F,0.003,"3,168",0.975,"7,429","$3,328 ",0.962,NA,"$274,000 ",0.059,0.927,0.017,7.66,0.001,"$46,096 ",0.535,3118000,0.969,"$82,115 "
White House ,Tennessee,F,28.8,NA,0.298,0.07,0.006,F,0.188,0.008,0.09,F,"10,255",0.013,"1,676",0.832,0.073,2.68,80200,"3,650",0.102,932.7,134682000,S,0.002,F,0.028,96844000,F,0.017,"3,828",0.949,"7,220","$10,034 ",0.933,NA,"$173,200 ",0.012,0.856,0.42,11,0.001,"$24,510 ",0.522,17003000,0.904,"$62,767 "
Oakland ,Tennessee,F,35.7,NA,0.26,0.04,0.024,F,0.236,0.01,0.102,F,"6,623",0.009,F,0.886,0.106,2.63,54920,"2,211",0.013,645.9,NA,F,0.002,F,0.022,NA,F,0.136,"2,622",0.832,"1,279",NA,0.822,NA,"$165,200 ",0.041,0.888,4.178,10.25,0,"$29,198 ",0.508,NA,0.939,"$69,988 "
Collegedale ,Tennessee,F,18,D,0.158,0.141,0.118,F,0.43,0.041,0.159,F,"8,282",0.023,525,0.647,0.044,2.5,16300,"2,567",0.243,836.7,D,S,0.004,0.08,0.124,73086000,S,0.073,"3,051",0.82,"6,514","$9,662 ",0.745,NA,"$134,300 ",0.161,0.772,0.271,9.9,0.003,"$20,537 ",0.546,10685000,0.834,"$48,156 "
Union City ,Tennessee,F,14,D,0.234,0.212,0.051,F,0.122,0.004,0.169,F,"10,895",0.017,"1,421",0.511,0.065,2.42,75940,"4,418",0.292,912.9,205331000,0.15,0.002,F,0.052,321794000,S,0.237,"5,095",0.711,"10,876","$30,404 ",0.692,NA,"$88,600 ",0.072,0.792,0.002,11.94,0.001,"$21,409 ",0.538,21949000,0.779,"$33,856 "
Manchester ,Tennessee,F,18.8,119149000,0.239,0.197,0.046,F,0.189,0.011,0.169,F,"10,102",0.02,"1,252",0.613,0.075,2.46,45500,"3,873",0.219,714.1,22712000,0.311,0.002,0.03,0.07,347081000,0.034,0.034,"4,525",0.904,"8,294","$35,453 ",0.865,NA,"$101,600 ",0.063,0.843,0.218,14.15,0.001,"$19,081 ",0.521,38914000,0.771,"$37,152 "
Fairview ,Tennessee,F,38,NA,0.299,0.102,0.026,F,0.223,0.006,0.084,F,"7,720",0.013,"1,107",0.754,0.074,2.75,25440,"2,729",0.151,457.2,13505000,0.243,0.004,F,0.028,125168000,F,0.011,"2,900",0.958,"5,800","$16,165 ",0.941,NA,"$164,800 ",0.036,0.87,0.331,16.89,0.001,"$25,479 ",0.515,6860000,0.889,"$58,493 "
East Ridge ,Tennessee,F,19.8,NA,0.195,0.12,0.054,F,0.198,0.018,0.176,F,"20,979",0.02,"1,827",0.58,0.063,2.22,22720,"9,330",0.324,"2,534.00",29282000,0.282,0.005,0.043,0.05,209652000,S,0.099,"10,384",0.834,"20,640","$10,568 ",0.814,NA,"$118,600 ",0.065,0.802,0.016,8.28,0.002,"$21,659 ",0.527,40592000,0.85,"$39,087 "
Humboldt ,Tennessee,F,17.4,548353000,0.23,0.295,0.002,F,0.111,0.002,0.197,F,"8,452",0.011,818,0.584,0.068,2.1,36460,"3,921",0.148,871.4,26821000,0.172,0.001,F,0.031,154824000,S,0.479,"3,957",0.49,"9,467","$17,029 ",0.48,NA,"$75,900 ",0.021,0.844,-0.107,9.7,Z,"$21,532 ",0.54,D,0.754,"$26,712 "
Pigeon Forge ,Tennessee,F,18.5,NA,0.212,0.217,0.087,F,0.113,0.021,0.155,F,"5,875",0.019,"1,027",0.55,0.065,2.28,58080,"2,496",0.282,444.8,8993000,0.196,0.007,0.065,0.182,279486000,F,0.011,"5,187",0.806,"5,083","$44,504 ",0.768,NA,"$165,200 ",0.115,0.85,0.156,13.21,0.001,"$20,810 ",0.493,242764000,0.723,"$34,190 "
Greeneville ,Tennessee,F,16.8,1233932000,0.212,0.215,0.038,F,0.21,0.008,0.21,F,"15,062",0.02,"2,268",0.596,0.054,2.13,30980,"6,458",0.234,885.3,141197000,0.179,0.002,0.015,0.044,609257000,S,0.056,"7,399",0.891,"15,198","$39,691 ",0.875,NA,"$121,300 ",0.068,0.806,-0.009,17.01,Z,"$19,982 ",0.535,48007000,0.756,"$33,210 "
Harrison ,Tennessee,F,23.6,NA,0.217,0.028,0.003,F,0.263,0.012,0.147,F,"7,769",0.022,640,0.73,0.054,2.66,32600,"2,981",0.16,"1,089.50",D,S,0.002,F,0.024,17955000,S,0.198,"3,318",0.757,"7,630",NA,0.744,NA,"$143,600 ",0.013,0.893,0.018,7.13,0.001,"$26,942 ",0.515,D,0.933,"$60,557 "
Red Bank ,Tennessee,F,17.1,NA,0.194,0.164,0.07,F,0.22,0.013,0.143,F,"11,651",0.021,784,0.491,0.068,2.13,61960,"5,487",0.435,"1,788.30",7427000,0.296,0.004,F,0.065,71866000,F,0.075,"6,179",0.85,"12,418","$6,169 ",0.827,NA,"$119,800 ",0.084,0.808,-0.062,6.52,0.001,"$20,759 ",0.516,10091000,0.845,"$33,979 "
Seymour ,Tennessee,F,29.8,NA,0.231,0.073,0.026,F,0.148,0.006,0.154,F,"10,919",0.011,"1,421",0.744,0.053,2.4,67200,"4,265",0.149,864.6,1432000,0.217,0.002,S,0.017,96006000,F,0.007,"4,527",0.972,"8,850",NA,0.96,NA,"$149,000 ",0.046,0.884,0.234,12.63,Z,"$22,546 ",0.515,D,0.888,"$48,002 "
Covington ,Tennessee,F,21.3,384194000,0.283,0.411,0.01,F,0.101,0.003,0.143,F,"9,038",0.013,732,0.434,0.083,2.73,17680,"2,935",0.33,790.8,156787000,0.24,0.003,F,0.012,248919000,S,0.51,"3,770",0.465,"8,463","$27,303 ",0.46,NA,"$107,100 ",0.009,0.705,0.068,11.43,Z,"$15,004 ",0.55,15029000,0.726,"$26,272 "
Memphis ,Tennessee,0.004,21.5,14709553000,0.26,0.254,0.061,S,0.225,0.016,0.103,0.017,"646,889",0.014,"52,144",0.537,0.076,2.58,48000,"246,495",0.333,"2,053.30",25485586000,0.318,0.002,0.03,0.065,8975228000,0.382,0.633,"291,883",0.294,"650,100","$13,210 ",0.275,NA,"$98,300 ",0.086,0.791,-0.005,315.06,Z,"$21,007 ",0.525,1463050000,0.812,"$36,473 "
Germantown ,Tennessee,F,20.7,NA,0.241,0.025,0.088,F,0.627,0.052,0.161,0.007,"38,844",0.011,"4,629",0.886,0.049,2.68,28960,"14,407",0.116,"1,945.00",265458000,0.259,0.002,S,0.019,364971000,S,0.036,"15,536",0.895,"37,348","$8,958 ",0.881,NA,"$284,400 ",0.107,0.892,0.04,19.97,Z,"$54,229 ",0.516,70683000,0.984,"$113,535 "
Crossville ,Tennessee,F,16.2,425883000,0.228,0.262,0.018,F,0.175,0.009,0.2,S,"10,795",0.014,"2,269",0.503,0.072,2.26,18540,"4,509",0.338,540.7,D,0.195,0.006,S,0.055,542543000,F,0.005,"5,273",0.935,"8,981","$48,166 ",0.915,NA,"$128,000 ",0.043,0.786,0.202,19.97,0.002,"$18,764 ",0.528,57341000,0.783,"$29,636 "
Lebanon ,Tennessee,F,22.3,D,0.244,0.142,0.061,F,0.198,0.013,0.144,F,"26,190",0.022,"3,472",0.619,0.075,2.45,41520,"9,749",0.271,677.9,862479000,0.215,0.003,S,0.062,767769000,S,0.12,"11,030",0.807,"20,235","$31,814 ",0.784,NA,"$167,500 ",0.077,0.782,0.294,38.63,Z,"$23,139 ",0.523,90838000,0.815,"$43,877 "
Ripley ,Tennessee,F,18.9,D,0.303,0.334,0.009,F,0.127,0.004,0.125,F,"8,445",0.015,658,0.54,0.093,2.66,63340,"2,969",0.312,659.3,D,0.219,0.002,F,0.016,114803000,S,0.537,"3,613",0.436,"7,844","$15,068 ",0.43,NA,"$86,800 ",0.023,0.732,0.077,12.81,Z,"$14,822 ",0.544,9102000,0.747,"$27,623 "
Goodlettsville ,Tennessee,F,24.8,D,0.225,0.066,0.083,F,0.309,0.024,0.143,0.019,"15,921",0.022,"2,199",0.636,0.061,2.54,29920,"6,088",0.303,"1,125.60",D,0.251,0.002,S,0.04,174701000,0.086,0.185,"7,092",0.747,"13,780","$10,676 ",0.729,NA,"$175,500 ",0.107,0.835,0.155,14.15,0.001,"$28,068 ",0.529,57447000,0.874,"$53,077 "
Oak Ridge ,Tennessee,F,20.1,1006564000,0.22,0.16,0.062,F,0.383,0.025,0.193,0.01,"29,330",0.03,"2,957",0.664,0.055,2.26,55120,"12,686",0.26,344,93985000,0.276,0.004,0.017,0.046,477053000,S,0.081,"14,494",0.839,"27,387","$17,452 ",0.818,NA,"$136,300 ",0.085,0.813,0.071,85.25,Z,"$30,430 ",0.528,79371000,0.907,"$48,716 "
Hendersonville ,Tennessee,F,26.7,139286000,0.258,0.089,0.039,F,0.328,0.016,0.128,S,"51,372",0.019,"5,261",0.713,0.064,2.59,33280,"19,101",0.235,"1,637.60",D,S,0.003,S,0.036,620996000,0.049,0.063,"21,543",0.886,"40,620","$13,282 ",0.866,NA,"$196,100 ",0.056,0.825,0.265,31.37,0.001,"$30,000 ",0.517,77981000,0.926,"$62,627 "
Loudon ,Tennessee,F,17.3,NA,0.236,0.139,0.112,F,0.1,0.012,0.196,F,"5,381",0.015,F,0.652,0.058,2.56,43780,"1,998",0.19,389.4,NA,F,0.002,F,0.161,NA,F,0.029,"2,426",0.832,"4,476",NA,0.784,NA,"$111,700 ",0.14,0.866,0.202,13.82,0.001,"$18,375 ",0.533,NA,0.697,"$35,357 "
Jefferson City ,Tennessee,F,23.8,219251000,0.207,0.279,0.053,F,0.142,0.012,0.134,F,"8,047",0.02,645,0.481,0.065,2.32,37960,"2,912",0.354,"1,261.10",D,S,0.005,F,0.077,221495000,F,0.059,"3,339",0.869,"7,760","$27,301 ",0.829,NA,"$112,700 ",0.074,0.737,0.037,6.38,0.001,"$14,401 ",0.53,19313000,0.739,"$28,819 "
